pitcher,player_name,pitch_type,stuff_plus_career,total_pitches
641582,"Foster, Matt",SL,93.8,312
641778,"Lauer, Eric",CU,93.8,1163
650828,"Santana, Edgar",SI,93.8,387
622092,"Zimmer, Kyle",FF,93.8,470
641627,"Gott, Trevor",CU,93.8,148
675989,"Bolton, Cody",CH,93.8,75
664948,"Misiewicz, Anthony",FF,93.8,512
621199,"Bowman, Matt",SI,93.8,388
596057,"Norris, Daniel",ST,93.8,277
670036,"Festa, Matt",ST,93.8,1222
641149,"Parsons, Wes",FF,93.8,66
658431,"Medina, Adonis",FF,93.7,69
678606,"Ferrer, José A.",FF,93.7,352
659275,"Lamet, Dinelson",SI,93.7,166
686563,"Cannon, Jonathan",FC,93.7,808
676979,"Crochet, Garrett",ST,93.7,1145
571871,"Krol, Ian",SL,93.7,135
700669,"Graceffo, Gordon",FF,93.7,484
687330,"Kelly, Kevin",CH,93.7,77
425844,"Greinke, Zack",CH,93.7,1340
700249,"Povich, Cade",CU,93.7,771
594965,"Ponce de Leon, Daniel",FF,93.7,480
663568,"Kolek, Stephen",CH,93.7,307
669145,"Zimmermann, Bruce",FF,93.7,785
605288,"Houser, Adrian",SL,93.7,1333
642701,"Santana, Dennis",SI,93.7,1058
686539,"Cronin, Declan",SL,93.7,658
656529,"Hentges, Sam",FF,93.7,1209
605182,"Clevinger, Mike",CH,93.7,515
641851,"McGowin, Kyle",FF,93.7,56
657376,"Schmidt, Clarke",SI,93.6,1327
685314,"Saalfrank, Andrew",SI,93.6,345
650496,"Mejía, J.C.",CU,93.6,64
664045,"Eshelman, Thomas",SL,93.6,118
615698,"Quantrill, Cal",FS,93.6,1548
669923,"Kirby, George",FS,93.6,531
624133,"Suarez, Ranger",FC,93.6,1461
674841,"Alvarez, Andrew",FF,93.6,142
592644,"Plutko, Adam",FC,93.6,335
669060,"Wilson, Bryse",SI,93.6,1933
666168,"Thompson, Mason",FF,93.6,60
527054,"Teheran, Julio",FC,93.6,310
465657,"Soria, Joakim",CH,93.6,87
663455,"Pilkington, Konnor",CU,93.6,75
666721,"Castillo, Max",SL,93.6,238
656731,"Megill, Tylor",SL,93.6,1376
677651,"Garcia, Luis",ST,93.6,617
700363,"Smith-Shawver, AJ",FF,93.6,670
682051,"Hill, Garrett",SL,93.6,268
669618,"Barlow, Joe",CU,93.6,58
676106,"Hancock, Emerson",SL,93.6,324
656578,"Jackson, Andre",SL,93.5,170
666745,"Brito, Jhony",KC,93.5,151
656818,"Overton, Connor",CH,93.5,153
669920,"Alexander, Jason",SI,93.5,1225
665001,"Kelley, Trevor",ST,93.5,105
598286,"Ramirez, Nick",ST,93.5,233
678906,"Teng, Kai-Wei",CH,93.5,112
664129,"Hartlieb, Geoff",SI,93.5,70
676596,"Fleming, Josh",CH,93.5,869
664285,"Valdez, Framber",FF,93.5,187
621016,"Cuas, Jose",SL,93.5,483
593958,"Rodriguez, Eduardo",SI,93.5,1228
527054,"Teheran, Julio",SI,93.5,418
617228,"Sawamura, Hirokazu",FF,93.5,859
643400,"Knight, Dusten",CU,93.5,51
663658,"Ward, Thaddeus",ST,93.5,246
663460,"Bubic, Kris",CU,93.5,869
519008,"McFarland, T.J.",ST,93.5,422
621383,"Banks, Tanner",SI,93.5,309
670124,"Oller, Adam",FC,93.5,369
663559,"Falter, Bailey",SI,93.5,1388
669620,"Basso, Brady",FC,93.5,64
663362,"Waldron, Matt",FC,93.5,386
641154,"López, Pablo",ST,93.4,1612
623167,"Flexen, Chris",FC,93.4,2974
503449,"Peralta, Wily",SI,93.4,617
643338,"Green, Chad",SL,93.4,769
605135,"Bassitt, Chris",FC,93.4,2712
642232,"Yarbrough, Ryan",CH,93.4,1798
665152,"Kremer, Dean",SI,93.4,1450
681432,"Little, Luke",ST,93.4,170
687888,"Walter, Brandon",ST,93.4,265
694363,"Shuster, Jared",FF,93.4,952
679156,"Pennington, Walter",SI,93.4,100
596057,"Norris, Daniel",SI,93.4,80
605164,"Bundy, Dylan",SL,93.4,843
623470,"Newberry, Jake",SL,93.4,52
666171,"Zeferjahn, Ryan",SL,93.4,261
691951,"Aldegheri, Sam",FF,93.4,269
666201,"Manoah, Alek",CH,93.4,877
608372,"Sugano, Tomoyuki",SL,93.4,109
593334,"Germán, Domingo",SI,93.4,549
543606,"Odorizzi, Jake",FS,93.4,746
663878,"Pearson, Nate",CU,93.4,223
570666,"Cessa, Luis",SL,93.4,1180
446321,"Detwiler, Ross",SI,93.3,265
671111,"Peralta, Sammy",SL,93.3,74
664141,"Brubaker, JT",SI,93.3,1934
650633,"King, Michael",SL,93.3,319
601713,"Pivetta, Nick",FC,93.3,1101
663366,"Burrows, Beau",SL,93.3,79
675912,"Lowther, Zac",FF,93.3,361
663738,"Lynch IV, Daniel",SL,93.3,1808
608678,"Leone, Dominic",CH,93.3,94
621112,"Blackburn, Paul",ST,93.3,736
656550,"Holmes, Grant",SI,93.3,62
461325,"Clippard, Tyler",FF,93.3,104
605538,"Wisler, Matt",FF,93.3,124
666745,"Brito, Jhony",FF,93.3,404
621079,"Wiles, Collin",FC,93.3,64
680897,"Nastrini, Nick",CU,93.3,63
544150,"Suárez, Albert",FC,93.3,513
669372,"Ginn, J.T.",FF,93.3,112
687830,"Gipson-Long, Sawyer",SL,93.2,206
596071,"Peters, Dillon",SL,93.2,70
606965,"Devenski, Chris",FF,93.2,516
680730,"Parker, Mitchell",SL,93.2,836
680723,"Rom, Drew",FS,93.2,53
543056,"Coulombe, Danny",ST,93.2,467
650644,"Civale, Aaron",SL,93.2,430
605540,"Woodruff, Brandon",FC,93.2,215
519008,"McFarland, T.J.",SL,93.2,73
688642,"Agnos, Zach",SL,93.2,92
666120,"Anderson, Ian",FF,93.2,2207
640444,"Crowe, Wil",SL,93.2,1025
543766,"Shaw, Bryan",ST,93.2,352
608334,"Fulmer, Carson",FF,93.2,623
690986,"Harrison, Kyle",CH,93.2,587
686563,"Cannon, Jonathan",SI,93.2,960
501925,"Smith, Joe",FF,93.2,290
657756,"Seabold, Connor",FF,93.2,1291
572125,"Selman, Sam",SL,93.1,359
607625,"Lugo, Seth",CH,93.1,671
621348,"Clay, Sam",CH,93.1,77
641312,"Anderson, Shaun",FF,93.1,379
699911,"Darnell, Dugan",FS,93.1,50
681035,"Scott, Christian",FS,93.1,89
641540,"Dunning, Dane",CH,93.1,1470
594835,"Gonzales, Marco",CU,93.1,1004
681892,"Funderburk, Kody",FC,93.1,647
661440,"Llovera, Mauricio",FF,93.1,75
685314,"Saalfrank, Andrew",CU,93.1,306
658648,"Avila, Pedro",SL,93.1,100
501625,"Alvarez, Jose",SL,93.1,99
671111,"Peralta, Sammy",FF,93.1,267
669952,"White, Mitch",SL,93.1,172
641793,"Littell, Zack",ST,93.1,463
543475,"Lyles, Jordan",FC,93.1,376
489334,"Stammen, Craig",FC,93.1,439
701519,"Adams, Travis",CH,93.1,111
571800,"Hutchison, Drew",SL,93.1,774
571800,"Hutchison, Drew",FF,93.1,868
592716,"Sampson, Adrian",CH,93.1,358
543606,"Odorizzi, Jake",SI,93.1,236
656818,"Overton, Connor",SI,93.1,114
657053,"Toussaint, Touki",SI,93.0,1117
596001,"Junis, Jakob",CH,93.0,799
502042,"Archer, Chris",FF,93.0,785
433589,"Petit, Yusmeiro",CH,93.0,191
661527,"Martinez, Seth",CH,93.0,318
571863,"Koch, Matt",FF,93.0,244
669461,"Liberatore, Matthew",SI,93.0,984
689225,"Brieske, Beau",SL,93.0,583
663567,"Lambert, Peter",SL,93.0,641
605182,"Clevinger, Mike",ST,93.0,1047
669923,"Kirby, George",ST,93.0,2468
518516,"Bumgarner, Madison",FF,93.0,1742
666721,"Castillo, Max",CH,93.0,319
656234,"Bird, Jake",SI,93.0,1971
641745,"Keller, Brad",SL,92.9,2406
676614,"Sammons, Bryan",FF,92.9,147
665622,"Medina, Luis",CU,92.9,305
656353,"Davidson, Tucker",SL,92.9,920
665152,"Kremer, Dean",CH,92.9,693
668984,"Legumina, Casey",CH,92.9,82
669923,"Kirby, George",FC,92.9,255
527048,"Pérez, Martín",SI,92.9,3865
474463,"Anderson, Brett",CH,92.9,370
676886,"Beasley, Jeremy",SL,92.9,76
519326,"Strickland, Hunter",ST,92.9,98
700241,"McGreevy, Michael",CH,92.9,357
676083,"Junk, Janson",CH,92.9,330
642203,"Widener, Taylor",SL,92.9,276
448855,"Guerra, Junior",SL,92.9,151
605155,"Brewer, Colten",FC,92.9,50
641726,"Jefferies, Daulton",SI,92.9,399
656970,"Smeltzer, Devin",FC,92.9,110
607359,"Patton, Spencer",FS,92.9,67
676477,"Whitlock, Garrett",ST,92.9,330
679525,"Marsh, Alec",CH,92.9,416
668754,"Bristo, Braden",FC,92.9,57
670241,"Vines, Darius",FC,92.8,104
621112,"Blackburn, Paul",CU,92.8,829
671106,"Allen, Logan",SI,92.8,541
663767,"Shugart, Chase",SI,92.8,233
663903,"Singer, Brady",FC,92.8,314
623485,"Goudeau, Ashton",CU,92.8,289
702352,"Bivens, Spencer",FF,92.8,81
448855,"Guerra, Junior",FS,92.8,194
596271,"Lawrence, Casey",SI,92.8,261
663542,"Hudson, Bryan",ST,92.8,396
676617,"O'Brien, Riley",ST,92.8,343
667755,"Soriano, José",FS,92.8,677
570632,"Ureña, José",CH,92.8,1228
686539,"Cronin, Declan",SI,92.8,533
669424,"Lambert, Jimmy",FF,92.8,784
605388,"Morgan, Adam",FF,92.8,61
672911,"Cruz, Jesus",FF,92.8,95
663362,"Waldron, Matt",SI,92.8,598
640455,"Manaea, Sean",SL,92.8,1249
676467,"Gordon, Colton",CH,92.7,114
656638,"Lange, Alex",FF,92.7,417
571946,"Miller, Shelby",FC,92.7,61
601713,"Pivetta, Nick",SI,92.7,80
605218,"Edwards Jr., Carl",CU,92.7,297
815083,"Farris, Mitch",SL,92.7,95
658305,"García, Edgar",SL,92.7,113
640470,"Alzolay, Adbert",SI,92.7,793
680729,"McDaniels, Garrett",SI,92.7,79
620982,"Pinto, Ricardo",SI,92.7,117
680570,"Rodriguez, Grayson",FC,92.7,92
664202,"Cyr, Tyler",FF,92.7,105
476595,"Luetge, Lucas",ST,92.7,400
663903,"Singer, Brady",SL,92.7,5192
656685,"Martin, Brett",FF,92.7,298
656288,"Canning, Griffin",FF,92.7,2816
680735,"Cox, Austin",FF,92.7,433
700249,"Povich, Cade",SI,92.7,358
672782,"Gómez, Yoendrys",CH,92.7,84
688642,"Agnos, Zach",ST,92.6,181
572971,"Keuchel, Dallas",CH,92.6,1348
641816,"Mahle, Tyler",SL,92.6,1408
669952,"White, Mitch",CU,92.6,572
605498,"Suárez, Andrew",SL,92.6,119
461872,"Swarzak, Anthony",FF,92.6,85
669022,"Gore, MacKenzie",SL,92.6,1089
675627,"Grove, Michael",FF,92.6,622
502624,"Anderson, Chase",FF,92.6,886
543518,"McGough, Scott",SL,92.6,273
680689,"Richardson, Lyon",CU,92.6,65
669308,"Reynolds, Sean",ST,92.6,52
681190,"Vásquez, Randy",SI,92.6,980
501985,"Minor, Mike",SL,92.6,1005
607625,"Lugo, Seth",SL,92.6,981
621219,"Mills, Alec",SI,92.6,941
456034,"Price, David",FC,92.6,344
669467,"Pallante, Andre",CU,92.6,428
607259,"Martinez, Nick",CU,92.6,1246
664074,"Ponce, Cody",FC,92.5,134
657514,"Bernardino, Brennan",SL,92.5,56
606149,"Gallegos, Giovanny",CH,92.5,56
592761,"Smith, Caleb",CU,92.5,156
683232,"Mears, Nick",CU,92.5,422
593423,"Montas, Frankie",SL,92.5,1004
660825,"Bazardo, Eduard",FF,92.5,436
677960,"Weathers, Ryan",ST,92.5,860
612434,"Castro, Miguel",FF,92.5,124
677865,"Bruihl, Justin",ST,92.5,541
687014,"Avila, Nick",FF,92.5,80
605135,"Bassitt, Chris",CH,92.5,935
605194,"Cotton, Jharel",SL,92.5,152
676282,"Cantillo, Joey",FF,92.5,1518
664042,"Lakins, Travis",CU,92.5,94
621199,"Bowman, Matt",ST,92.5,216
656457,"Gilbert, Tyler",FF,92.5,437
690928,"Dobbins, Hunter",CU,92.5,112
594986,"Ryan, Kyle",FF,92.5,55
650668,"Mejía, Humberto",SI,92.5,85
679156,"Pennington, Walter",FC,92.5,89
656641,"Latz, Jacob",CU,92.5,88
671109,"Eder, Jake",FF,92.4,135
680723,"Rom, Drew",ST,92.4,159
668868,"Thompson, Zack",FF,92.4,1077
664092,"Poppen, Sean",SL,92.4,303
608566,"Márquez, Germán",CH,92.4,143
621074,"Rucker, Michael",SL,92.4,392
670102,"Francis, Bowden",SL,92.4,288
663765,"Woodford, Jake",SI,92.4,1653
594056,"Guduan, Reymin",FF,92.4,139
669330,"Wells, Tyler",ST,92.4,97
501381,"Pineda, Michael",CH,92.4,429
656986,"Sousa, Bennett",FF,92.4,519
642216,"Winans, Allan",ST,92.4,132
700270,"Díaz, Yilber",KC,92.4,67
642152,"Trivino, Lou",FF,92.4,620
680802,"Weiss, Ryan",SI,92.4,66
605347,"López, Jorge",FF,92.4,924
667297,"Nance, Tommy",FF,92.3,186
677651,"Garcia, Luis",FF,92.3,2525
681892,"Funderburk, Kody",SL,92.3,78
663465,"Allard, Kolby",FF,92.3,1885
691725,"Painter, Andrew",FS,92.3,112
664074,"Ponce, Cody",SL,92.3,101
641927,"Ober, Bailey",SL,92.3,1505
606965,"Devenski, Chris",FC,92.3,76
676272,"Miller, Bobby",SL,92.3,437
543101,"DeSclafani, Anthony",CH,92.3,419
501985,"Minor, Mike",KC,92.2,593
606131,"Perdomo, Luis",SI,92.2,160
601713,"Pivetta, Nick",KC,92.2,1375
605151,"Bradley, Archie",FF,92.2,589
656427,"Flaherty, Jack",CH,92.2,235
592836,"Walker, Taijuan",SL,92.2,1211
641540,"Dunning, Dane",SI,92.2,3744
452027,"Albers, Andrew",CH,92.2,53
491624,"Valdez, César",CH,92.2,567
693313,"Seymour, Carson",SL,92.2,131
663623,"Irvin, Jake",SI,92.2,2135
663941,"Beck, Tristan",SL,92.2,599
607067,"Rea, Colin",SL,92.2,384
607188,"Faria, Jake",CU,92.2,101
592229,"Covey, Dylan",SL,92.2,159
685126,"Eisert, Brandon",CH,92.2,409
664141,"Brubaker, JT",FF,92.2,608
543272,"Hand, Brad",ST,92.2,1443
605507,"Thompson, Zach",CU,92.2,636
702193,"Morris, Andrew",FC,92.1,54
621295,"Wittgren, Nick",CH,92.1,402
608334,"Fulmer, Carson",SI,92.1,517
678215,"Arias, Luarbert",FF,92.1,59
678024,"Vasil, Mike",ST,92.1,265
687606,"Schultz, Paxton",SL,92.1,66
608344,"Irvin, Cole",CU,92.1,357
542881,"Anderson, Tyler",FF,92.1,4999
701542,"Warren, Will",CH,92.1,406
572143,"Smith, Burch",FC,92.1,259
669422,"Sauer, Matt",FF,92.1,261
669302,"Gilbert, Logan",FC,92.1,431
445213,"Kintzler, Brandon",SL,92.1,71
676467,"Gordon, Colton",FF,92.1,668
681751,"Estrada, Lazaro",FF,92.1,121
607200,"Fedde, Erick",SI,92.1,3934
642545,"Barria, Jaime",SI,92.1,507
663567,"Lambert, Peter",ST,92.1,157
605156,"Brooks, Aaron",SL,92.1,131
676961,"Boushley, Caleb",CH,92.1,98
669721,"Daniel, Davis",FF,92.1,451
650204,"Ruiz, Norge",CH,92.0,66
668338,"Miller, Tyson",SL,92.0,70
686826,"Jarvis, Bryce",FF,92.0,711
605359,"Marshall, Evan",SI,92.0,54
665871,"Assad, Javier",CH,92.0,186
663399,"Waddell, Brandon",SI,92.0,111
660825,"Bazardo, Eduard",ST,92.0,1118
592332,"Gausman, Kevin",SI,92.0,181
656876,"Rasmussen, Drew",ST,92.0,724
702674,"Dana, Caden",SL,92.0,210
605488,"Springs, Jeffrey",ST,92.0,259
671106,"Allen, Logan",SL,92.0,52
813349,"Early, Connelly",ST,92.0,59
684007,"Imanaga, Shota",SI,92.0,126
621107,"Eflin, Zach",CH,92.0,717
700712,"Ureña, Walbert",ST,92.0,88
641743,"Kay, Anthony",SL,92.0,123
607968,"Rucinski, Drew",FF,92.0,99
672456,"Montero, Keider",CH,92.0,485
647336,"Soroka, Michael",SI,92.0,706
489119,"Miley, Wade",CU,92.0,93
656546,"Hoffman, Jeff",CU,91.9,143
656557,"Houck, Tanner",ST,91.9,1396
642092,"Smith, Riley",CU,91.9,115
641927,"Ober, Bailey",ST,91.9,1225
671737,"Bradley, Taj",CU,91.9,946
687924,"Aguiar, Julian",SI,91.9,96
660787,"De los Santos, Yerry",SL,91.9,318
685126,"Eisert, Brandon",SL,91.9,485
594835,"Gonzales, Marco",FF,91.9,2500
607067,"Rea, Colin",FC,91.9,1329
641726,"Jefferies, Daulton",CH,91.9,120
433589,"Petit, Yusmeiro",FC,91.9,245
608379,"Wacha, Michael",SI,91.9,1602
683155,"Estes, Joey",SL,91.9,276
595939,"Ellis, Chris",SL,91.9,148
571945,"Mikolas, Miles",CH,91.8,964
572070,"Richards, Garrett",FF,91.8,1412
663941,"Beck, Tristan",FF,91.8,861
607536,"Freeland, Kyle",ST,91.8,451
571882,"Law, Derek",FF,91.8,435
669456,"Bieber, Shane",CH,91.8,339
527048,"Pérez, Martín",CH,91.8,2915
623167,"Flexen, Chris",ST,91.8,261
663795,"Hagenman, Justin",SL,91.8,74
607391,"Mazza, Chris",FC,91.8,148
678906,"Teng, Kai-Wei",SI,91.8,268
649144,"Wells, Alex",FF,91.8,383
674003,"Bradford, Cody",CU,91.8,150
605164,"Bundy, Dylan",SI,91.8,403
605182,"Clevinger, Mike",CU,91.8,72
675921,"Howard, Spencer",FF,91.8,1195
641541,"Duplantier, Jon",SI,91.8,60
669358,"Baz, Shane",CH,91.8,522
607481,"Bummer, Aaron",ST,91.8,1465
445926,"Chavez, Jesse",CH,91.8,434
657424,"Gage, Matt",FF,91.8,423
687424,"Maldonado, Anthony",FF,91.7,161
669952,"White, Mitch",CH,91.7,63
665152,"Kremer, Dean",CU,91.7,1253
608334,"Fulmer, Carson",SL,91.7,322
656353,"Davidson, Tucker",ST,91.7,93
660593,"Reyes, Denyi",FC,91.7,70
667463,"King, John",ST,91.7,76
664299,"Javier, Cristian",KC,91.7,662
672851,"Adon, Joan",SL,91.7,104
692230,"Rodriguez, Carlos",FF,91.7,115
681885,"Lee, Evan",FF,91.7,86
669060,"Wilson, Bryse",FC,91.7,1237
675650,"Mercado, Michael",FC,91.7,66
670990,"Ramírez, Yohan",ST,91.7,1150
656232,"Bielak, Brandon",SI,91.7,614
664062,"Gonsolin, Tony",FF,91.7,2159
800049,"Mazur, Adam",CH,91.6,60
592826,"Velasquez, Vince",KC,91.6,505
547176,"Camarena, Daniel",SI,91.6,58
642092,"Smith, Riley",FC,91.6,107
672851,"Adon, Joan",CU,91.6,464
608344,"Irvin, Cole",CH,91.6,1567
571948,"Milner, Hoby",ST,91.6,1679
500610,"Guerra, Deolis",CU,91.6,102
448179,"Hill, Rich",FC,91.6,691
605507,"Thompson, Zach",FF,91.6,667
605541,"Wright Jr., Mike",FF,91.6,125
670766,"McCaughan, Darren",SI,91.6,300
656605,"Keller, Mitch",SL,91.6,914
667725,"Tyler, Kyle",FF,91.6,82
592826,"Velasquez, Vince",CH,91.6,455
592314,"Foltynewicz, Mike",SI,91.6,483
607237,"Garrett, Amir",FF,91.6,811
673929,"Leasure, Jordan",SL,91.6,785
668941,"Romero, JoJo",CH,91.5,693
661383,"Ortega, Oliver",FF,91.5,403
502624,"Anderson, Chase",ST,91.5,261
571735,"Hale, David",FF,91.5,215
656924,"Ryan, Ryder",SI,91.5,149
669372,"Ginn, J.T.",SL,91.5,721
502239,"Cahill, Trevor",CH,91.5,159
665871,"Assad, Javier",SI,91.5,2042
573668,"Minaya, Juan",FF,91.5,421
657277,"Webb, Logan",ST,91.5,4040
680684,"Hoglund, Gunnar",SI,91.5,91
687765,"Spence, Mitch",SI,91.5,490
643493,"Pruitt, Austin",FF,91.5,464
642770,"Guerra, Javy",SI,91.5,303
666129,"Garrett, Braxton",ST,91.5,1385
696270,"Johnson, Ryan",SI,91.5,130
695418,"Lord, Brad",SI,91.5,535
676263,"Dreyer, Jack",CU,91.5,101
518813,"Holland, Greg",FF,91.5,401
641851,"McGowin, Kyle",SI,91.4,106
641712,"Hudson, Dakota",CH,91.4,226
672391,"Ort, Kaleb",FC,91.4,180
671106,"Allen, Logan",FC,91.4,727
696136,"Wicks, Jordan",FC,91.4,57
701487,"Ohl, Pierson",FF,91.4,238
641835,"Mayza, Tim",SL,91.4,975
642231,"Yacabonis, Jimmy",SI,91.4,324
642216,"Winans, Allan",SI,91.4,188
685107,"Veneziano, Anthony",SI,91.4,56
666974,"Cano, Yennier",FS,91.4,156
608566,"Márquez, Germán",SI,91.3,1406
690990,"Horton, Cade",ST,91.3,386
643316,"Fry, Paul",SL,91.3,508
592155,"Booser, Cam",ST,91.3,348
663804,"Kowar, Jackson",FF,91.3,872
663978,"Paddack, Chris",ST,91.3,80
665621,"García, Rony",SI,91.3,116
643410,"Leiter Jr., Mark",ST,91.3,95
681857,"Olson, Reese",CU,91.3,285
640464,"Stewart, Kohl",FC,91.3,92
640464,"Stewart, Kohl",SI,91.3,88
682989,"Mederos, Victor",SI,91.3,153
646242,"Díaz, Jhonathan",FF,91.3,179
680802,"Weiss, Ryan",ST,91.3,182
663767,"Shugart, Chase",ST,91.3,279
677651,"Garcia, Luis",CU,91.3,498
605452,"Ross, Joe",CH,91.3,273
687330,"Kelly, Kevin",FC,91.3,273
669947,"Scholtens, Jesse",ST,91.3,61
666205,"Muller, Kyle",FF,91.3,1532
607755,"Vasquez, Andrew",FF,91.3,62
657006,"Steele, Justin",CH,91.3,66
656731,"Megill, Tylor",FC,91.3,217
456034,"Price, David",FF,91.3,443
650530,"Garcia, Bryan",SL,91.2,268
605525,"Wendelken, J.B.",SI,91.2,169
682790,"González, Wikelman",CH,91.2,57
663623,"Irvin, Jake",SL,91.2,122
668933,"Ashcraft, Graham",SI,91.2,751
592473,"Kolarek, Adam",SL,91.2,52
700241,"McGreevy, Michael",ST,91.2,470
592836,"Walker, Taijuan",FS,91.2,2868
641302,"Alexander, Tyler",SI,91.2,1328
663554,"Mize, Casey",FS,91.2,1475
607200,"Fedde, Erick",FC,91.2,3045
518748,"Grimm, Justin",SL,91.2,105
664299,"Javier, Cristian",SI,91.2,59
572070,"Richards, Garrett",CU,91.2,279
657248,"Otto Jr., Glenn",SI,91.1,616
687362,"Gillispie, Connor",ST,91.1,139
663562,"Davis, Noah",SI,91.1,542
664074,"Ponce, Cody",CH,91.1,59
641745,"Keller, Brad",FF,91.1,2688
608718,"Suter, Brent",SL,91.1,631
594580,"Moll, Sam",CH,91.1,144
571800,"Hutchison, Drew",CH,91.1,180
608718,"Suter, Brent",SI,91.1,1057
656420,"Feyereisen, J.P.",SL,91.1,389
596133,"Weaver, Luke",ST,91.1,69
682227,"Williamson, Brandon",SI,91.1,77
663687,"Harris, Hogan",ST,91.1,257
681006,"Simpson, Josh",ST,91.1,157
677944,"Cecconi, Slade",ST,91.0,87
687362,"Gillispie, Connor",CH,91.0,73
518774,"Harvey, Matt",SL,91.0,431
608344,"Irvin, Cole",SI,91.0,1782
643256,"Cimber, Adam",SL,91.0,946
676974,"Meyer, Max",ST,91.0,372
669920,"Alexander, Jason",FF,91.0,250
642083,"Slegers, Aaron",SI,91.0,232
626929,"Thorpe, Lewis",FF,91.0,114
628345,"Núñez, Darien",FF,91.0,58
666214,"Wentz, Joey",FF,91.0,2387
663752,"Morris, Cody",FC,91.0,194
668676,"Plesac, Zach",CH,91.0,1051
641771,"Kuhl, Chad",FF,91.0,809
641793,"Littell, Zack",SI,91.0,1081
686613,"Brown, Hunter",KC,91.0,1732
571656,"Farmer, Buck",SI,91.0,278
670245,"Watson, Ryan",FC,91.0,129
800311,"Fuentes, Didier",ST,91.0,80
683003,"Jones, Jared",CU,91.0,176
527048,"Pérez, Martín",FF,90.9,721
641672,"Hatch, Thomas",SL,90.9,108
642545,"Barria, Jaime",SL,90.9,1539
680739,"Winder, Josh",CU,90.9,185
664337,"Yajure, Miguel",FF,90.9,208
594965,"Ponce de Leon, Daniel",FC,90.9,65
687922,"Lucas, Easton",FC,90.9,52
592717,"Sanchez, Aaron",FF,90.8,318
686580,"Slaten, Justin",ST,90.8,268
572403,"VerHagen, Drew",ST,90.8,405
623454,"Anderson, Drew",CU,90.8,186
642232,"Yarbrough, Ryan",FF,90.8,1490
656492,"Griffin, Foster",FF,90.8,199
596049,"Morimando, Shawn",FC,90.8,60
684007,"Imanaga, Shota",CU,90.8,84
640455,"Manaea, Sean",FC,90.8,211
572403,"VerHagen, Drew",FF,90.8,371
671109,"Eder, Jake",ST,90.8,59
700241,"McGreevy, Michael",CU,90.7,296
642083,"Slegers, Aaron",CH,90.7,52
666745,"Brito, Jhony",ST,90.7,140
606424,"García, Jarlín",FF,90.7,473
663559,"Falter, Bailey",SL,90.7,1446
682243,"Miller, Bryce",ST,90.7,496
656354,"Davis, Austin",ST,90.7,423
445213,"Kintzler, Brandon",CH,90.7,56
668948,"McCarty, Kirk",CU,90.7,57
592866,"Williams, Trevor",CH,90.7,1143
656803,"Norwood, James",FF,90.7,183
519008,"McFarland, T.J.",CH,90.7,334
687606,"Schultz, Paxton",CH,90.7,145
663773,"Hoeing, Bryan",SI,90.7,1215
650530,"Garcia, Bryan",FF,90.7,154
663321,"Hernandez, Nick",SL,90.6,182
621389,"Blach, Ty",CH,90.6,685
622694,"Hernández, Elieser",CH,90.6,248
658431,"Medina, Adonis",CH,90.6,69
641585,"France, J.P.",ST,90.6,205
502043,"Gibson, Kyle",SI,90.6,3376
682990,"Priester, Quinn",SL,90.6,1137
622608,"Senzatela, Antonio",SL,90.6,1586
650644,"Civale, Aaron",SI,90.6,2057
658648,"Avila, Pedro",ST,90.6,57
472551,"Abad, Fernando",SI,90.6,211
663559,"Falter, Bailey",CH,90.6,111
621199,"Bowman, Matt",FS,90.6,75
608718,"Suter, Brent",CU,90.6,50
669169,"Heasley, Jonathan",SL,90.6,223
621219,"Mills, Alec",SL,90.6,244
641778,"Lauer, Eric",FC,90.5,1654
658551,"Fernández, Junior",FF,90.5,161
433589,"Petit, Yusmeiro",FF,90.5,495
608337,"Giolito, Lucas",CU,90.5,251
682990,"Priester, Quinn",FF,90.5,282
622503,"Crismatt, Nabil",FF,90.5,558
621249,"Underwood Jr., Duane",FF,90.5,540
606160,"Montero, Rafael",CH,90.5,877
661395,"Duran, Jhoan",ST,90.5,65
669620,"Basso, Brady",CU,90.5,72
681347,"Burrows, Mike",SL,90.5,461
541640,"Ramírez, Erasmo",SI,90.5,1084
675921,"Howard, Spencer",SL,90.4,389
671106,"Allen, Logan",ST,90.4,1401
608716,"Steckenrider, Drew",CH,90.4,227
519443,"Workman, Brandon",FF,90.4,182
669947,"Scholtens, Jesse",FF,90.4,819
664849,"Young, Danny",ST,90.4,580
663969,"Phillips, Tyler",ST,90.4,565
665871,"Assad, Javier",SL,90.4,50
657649,"Koenig, Jared",SL,90.3,101
623474,"Herget, Jimmy",SI,90.3,954
650204,"Ruiz, Norge",SL,90.3,139
663460,"Bubic, Kris",ST,90.3,714
686651,"Stoudt, Levi",FF,90.3,106
656657,"Logue, Zach",FC,90.3,213
680573,"Woods Richardson, Simeon",FF,90.3,2154
657093,"Watkins, Spenser",CU,90.3,309
446372,"Kluber, Corey",CH,90.3,590
471911,"Carrasco, Carlos",SI,90.3,1003
594835,"Gonzales, Marco",SI,90.3,260
701552,"Granillo, Andre",FF,90.3,157
660365,"Yang, Hyeon-Jong",FF,90.3,271
682610,"Muñoz, Roddery",SI,90.3,387
665645,"Castro, Kervin",CU,90.3,115
686796,"Walston, Blake",FF,90.2,112
669371,"Henry, Cole",ST,90.2,381
700712,"Ureña, Walbert",FF,90.2,131
